Source,Key,English,Japanese
Template,loadtest.description_column,Description,説明
Template,loadtest.detail_duration,Total test duration,テスト合計所要時間
Template,loadtest.detail_failure_rate,Percentage of failed tasks,失敗タスクの割合
Template,loadtest.detail_status,Test execution status,テスト実行ステータス
Template,loadtest.detail_tasks_completed,Successfully completed,完了
Template,loadtest.detail_tasks_failed,Failed during execution,実行中に失敗
Template,loadtest.detail_tasks_sent,Total tasks enqueued,キューに追加された合計タスク数
Template,loadtest.detail_throughput,Average task completion rate,平均タスク完了レート
Template,loadtest.details_column,Details,詳細
Template,loadtest.enqueued,Load test enqueued successfully!,負荷テストをキューに追加しました！
Template,loadtest.error_label,Error:,エラー：
Template,loadtest.examples_label,Examples:,例：
Template,loadtest.failed_title,Load Test Failed,負荷テスト失敗
Template,loadtest.help,Load testing commands for worker performance analysis,ワーカーパフォーマンス分析用の負荷テストコマンド
Template,loadtest.help_cpu,Quick CPU-intensive load test with optimized defaults.,CPU負荷テストを最適化されたデフォルト設定で即実行します。
Template,loadtest.help_info,Display information about available load test types and their characteristics.,利用可能な負荷テストの種類とその特性を表示します。
Template,loadtest.help_io,Quick I/O simulation load test with optimized defaults.,I/Oシミュレーション負荷テストを最適化されたデフォルト設定で即実行します。
Template,loadtest.help_memory,Quick memory allocation load test with optimized defaults.,メモリ割り当て負荷テストを最適化されたデフォルト設定で即実行します。
Template,loadtest.help_results,Display results and analysis for a completed load test.,完了した負荷テストの結果と分析を表示します。
Template,loadtest.help_run,Run a customizable load test with full control over configuration.,設定を完全にカスタマイズ可能な負荷テストを実行します。
Template,loadtest.io_failed,I/O test failed:,I/Oテスト失敗：
Template,loadtest.io_started,I/O test started!,I/Oテスト開始！
Template,loadtest.memory_failed,Memory test failed:,メモリテスト失敗：
Template,loadtest.memory_started,Memory test started!,メモリテスト開始！
Template,loadtest.metric_column,Metric,メトリクス
Template,loadtest.metric_duration,Duration,所要時間
Template,loadtest.metric_failure_rate,Failure Rate,失敗率
Template,loadtest.metric_status,Status,ステータス
Template,loadtest.metric_tasks_completed,Tasks Completed,完了タスク数
Template,loadtest.metric_tasks_failed,Tasks Failed,失敗タスク数
Template,loadtest.metric_tasks_sent,Tasks Sent,送信タスク数
Template,loadtest.metric_throughput,Throughput,スループット
Template,loadtest.next_steps,Next steps:,次のステップ：
Template,loadtest.no_results,No results found for task ID:,タスクIDの結果が見つかりません：
Template,loadtest.no_summary,No summary available,サマリーなし
Template,loadtest.opt_batch_size,Tasks per batch,バッチあたりのタスク数
Template,loadtest.opt_cpu_tasks,Number of CPU tasks,CPUタスク数
Template,loadtest.opt_delay,Delay between batches (ms),バッチ間の遅延（ミリ秒）
Template,loadtest.opt_detailed,Show detailed analysis and metrics,詳細な分析とメトリクスを表示
Template,loadtest.opt_io_tasks,Number of I/O tasks,I/Oタスク数
Template,loadtest.opt_json,Output results in JSON format,JSON形式で結果を出力
Template,loadtest.opt_memory_tasks,Number of memory tasks,メモリタスク数
Template,loadtest.opt_num_tasks,Number of tasks to spawn,生成するタスク数
Template,loadtest.opt_queue,Target queue for testing,テスト対象キュー
Template,loadtest.opt_queue_results,Queue where test was run,テスト実行キュー
Template,loadtest.opt_task_type,Type of load test to run,実行する負荷テストの種類
Template,loadtest.opt_timeout,Timeout for waiting (seconds),待機タイムアウト（秒）
Template,loadtest.opt_wait,Wait for test completion and show results,テスト完了を待機して結果を表示
Template,loadtest.opt_wait_short,Wait for completion,完了を待機
Template,loadtest.panel_setup,Load Test Setup,負荷テストセットアップ
Template,loadtest.perf_analysis_title,Performance Analysis,パフォーマンス分析
Template,loadtest.perf_summary,Performance Summary,パフォーマンスサマリー
Template,loadtest.pressure.high,high,高
Template,loadtest.pressure.low,low,低
Template,loadtest.pressure.medium,medium,中
Template,loadtest.quick_cpu_tasks,{count} CPU-intensive tasks,{count} CPUインテンシブタスク
Template,loadtest.quick_cpu_title,Quick CPU Load Test,クイックCPU負荷テスト
Template,loadtest.quick_cpu_work,Fibonacci + math operations + prime checking,フィボナッチ + 数学演算 + 素数判定
Template,loadtest.quick_io_tasks,{count} I/O simulation tasks,{count} I/Oシミュレーションタスク
Template,loadtest.quick_io_title,Quick I/O Load Test,クイックI/O負荷テスト
Template,loadtest.quick_io_work,Network delays + concurrent async + file operations,ネットワーク遅延 + 非同期並行 + ファイル操作
Template,loadtest.quick_memory_tasks,{count} memory allocation tasks,{count} メモリ割り当てタスク
Template,loadtest.quick_memory_title,Quick Memory Load Test,クイックメモリ負荷テスト
Template,loadtest.quick_memory_work,Data structures + allocation patterns + GC testing,データ構造 + 割り当てパターン + GCテスト
Template,loadtest.rating.excellent,excellent,優秀
Template,loadtest.rating.fair,fair,普通
Template,loadtest.rating.good,good,良好
Template,loadtest.rating.poor,poor,不良
Template,loadtest.rating.unknown,unknown,不明
Template,loadtest.rating_column,Rating,評価
Template,loadtest.rec.high_failure,High failure rate ({rate}%). Check worker logs for error patterns.,高い失敗率（{rate}%）。ワーカーログでエラーパターンを確認してください。
Template,loadtest.rec.long_execution,Long execution time for relatively few tasks suggests queue saturation. Consider testing with smaller batches or different queues.,タスク数に対して実行時間が長く、キュー飽和が疑われます。バッチサイズを小さくするか別のキューでテストすることを検討してください。
Template,loadtest.rec.low_throughput,Low throughput detected. Consider reducing task complexity or increasing worker concurrency.,低スループットを検出。タスクの複雑さを減らすかワーカーの同時実行数を増やすことを検討してください。
Template,loadtest.recommendations,Recommendations,推奨事項
Template,loadtest.results_failed,Failed to retrieve results:,結果の取得に失敗：
Template,loadtest.results_title,Load Test Results Summary,負荷テスト結果サマリー
Template,loadtest.start_failed,Failed to start load test:,負荷テスト開始失敗：
Template,loadtest.starting,Starting load test...,負荷テスト開始中...
Template,loadtest.status.completed,completed,完了
Template,loadtest.status.failed,failed,失敗
Template,loadtest.status.timed_out,timed out,タイムアウト
Template,loadtest.status.unknown,unknown,不明
Template,loadtest.task_id_label,Task ID:,タスクID：
Template,loadtest.tasks_label,Tasks:,タスク：
Template,loadtest.tasks_per_sec,tasks/sec,タスク/秒
Template,loadtest.test_id_label,Test ID:,テストID：
Template,loadtest.test_validation,Test Validation,テスト検証
Template,loadtest.timed_out_title,Load Test Timed Out,負荷テストタイムアウト
Template,loadtest.timeout_explanation,"The orchestrator task timed out, but individual worker tasks may have completed successfully. This often happens with large load tests that exceed the queue timeout.",オーケストレータタスクがタイムアウトしましたが、個別のワーカータスクは完了している可能性があります。大規模な負荷テストでキュータイムアウトを超過した場合に発生します。
Template,loadtest.timeout_progress,Timeout reached,タイムアウト
Template,loadtest.timeout_reached,Timeout reached after {timeout}s,{timeout}秒後にタイムアウト
Template,loadtest.tip_check_logs,Check worker logs for individual task completion,ワーカーログで個別タスクの完了状況を確認
Template,loadtest.tip_check_metrics,Check queue metrics for actual task completion counts,キューメトリクスで実際のタスク完了数を確認
Template,loadtest.tip_check_worker_logs,Check worker logs for detailed error information,ワーカーログで詳細なエラー情報を確認
Template,loadtest.tip_smaller_batch,Consider using smaller batch sizes for large tests,大規模テストではバッチサイズを小さくすることを検討
Template,loadtest.tip_try_smaller,Try a smaller test to isolate the issue,問題を切り分けるために小規模テストを実行
Template,loadtest.tip_verify_queue,Verify queue connectivity and worker status,キューの接続性とワーカーステータスを確認
Template,loadtest.to_investigate,To investigate:,調査方法：
Template,loadtest.troubleshoot_1,Check worker container logs: docker compose logs worker,ワーカーコンテナログを確認：docker compose logs worker
Template,loadtest.troubleshoot_2,Verify system health: {app} health check,システムヘルスを確認：{app} health check
Template,loadtest.troubleshoot_3,Try a smaller load test first: {app} load-test cpu --tasks 10,小規模テストを先に実行：{app} load-test cpu --tasks 10
Template,loadtest.troubleshooting,Troubleshooting Tips,トラブルシューティング
Template,loadtest.type.cpu_intensive.concurrency,"Limited by CPU cores, benefits from parallel processing",CPUコア数に制限、並列処理の恩恵あり
Template,loadtest.type.cpu_intensive.description,Tests worker CPU processing with fibonacci calculations,フィボナッチ計算によるワーカーCPU処理をテスト
Template,loadtest.type.cpu_intensive.duration,1-10ms per task,タスクあたり1-10ミリ秒
Template,loadtest.type.cpu_intensive.name,CPU Intensive,CPUインテンシブ
Template,loadtest.type.cpu_intensive.signature,CPU bound - should show computation time scaling with problem size,CPU依存 — 問題サイズに応じた計算時間のスケーリングを確認
Template,loadtest.type.failure_testing.concurrency,Tests worker recovery and error isolation,ワーカーの復旧とエラー分離をテスト
Template,loadtest.type.failure_testing.description,Tests error handling with ~20% random failures,約20%のランダム障害によるエラーハンドリングをテスト
Template,loadtest.type.failure_testing.duration,1-10ms per task (when successful),タスクあたり1-10ミリ秒（成功時）
Template,loadtest.type.failure_testing.name,Failure Testing,障害テスト
Template,loadtest.type.failure_testing.signature,Mixed - tests resilience and error handling paths,混合 — 耐障害性とエラーハンドリングパスをテスト
Template,loadtest.type.io_simulation.concurrency,Excellent with async - many tasks can run concurrently,非同期で優秀 — 多数タスクの同時実行が可能
Template,loadtest.type.io_simulation.description,Tests async I/O handling with simulated delays,シミュレートされた遅延による非同期I/O処理をテスト
Template,loadtest.type.io_simulation.duration,5-30ms per task (includes simulated delays),タスクあたり5-30ミリ秒（シミュレート遅延含む）
Template,loadtest.type.io_simulation.name,I/O Simulation,I/Oシミュレーション
Template,loadtest.type.io_simulation.signature,I/O bound - should show async concurrency benefits,I/O依存 — 非同期並行処理の恩恵を確認
Template,loadtest.type.memory_operations.concurrency,Moderate - limited by memory bandwidth and GC pressure,中程度 — メモリ帯域幅とGC負荷に制限
Template,loadtest.type.memory_operations.description,Tests memory allocation and data structure operations,メモリ割り当てとデータ構造操作をテスト
Template,loadtest.type.memory_operations.duration,1-5ms per task,タスクあたり1-5ミリ秒
Template,loadtest.type.memory_operations.name,Memory Operations,メモリ操作
Template,loadtest.type.memory_operations.signature,Memory bound - should show allocation/deallocation patterns,メモリ依存 — 割り当て/解放パターンを確認
Template,loadtest.type_concurrency,Concurrency:,同時実行性：
Template,loadtest.type_description,Description:,説明：
Template,loadtest.type_details_title,Test Type Details,テスト種類の詳細
Template,loadtest.type_name,Name:,名前：
Template,loadtest.type_performance,Performance:,パフォーマンス：
Template,loadtest.typical_duration,Typical duration:,一般的な所要時間：
Template,loadtest.unknown_type,Unknown test type:,不明なテスト種類：
Template,loadtest.use_help_hint,Use --help with specific commands for more details,詳細は各コマンドで --help を使用してください
Template,loadtest.validation.no,No,いいえ
Template,loadtest.validation.unknown,unknown,不明
Template,loadtest.validation.verified,verified,検証済み
Template,loadtest.validation.yes,Yes,はい
Template,loadtest.validation_metrics,Expected metrics present:,期待メトリクス存在：
Template,loadtest.validation_signature,Performance signature match:,パフォーマンスシグネチャ一致：
Template,loadtest.validation_type,Test type verified:,テスト種類検証済み：
Template,loadtest.value_column,Value,値
Template,loadtest.waiting,Waiting for load test completion (timeout: {timeout}s)...,負荷テスト完了を待機中（タイムアウト：{timeout}秒）...
Template,loadtest.waiting_elapsed,Waiting for completion... ({elapsed}s),完了を待機中...（{elapsed}秒経過）
Template,loadtest.waiting_progress,Waiting for load test to complete...,負荷テスト完了を待機中...
Template,loadtest.what_this_means,What this means:,原因：
Template,loadtest.work_type_label,Work type:,処理種類：
Template,main.help,Project management CLI,プロジェクト管理CLI
Template,main.opt_lang,"Output language (en, ja, ko, zh). Default: auto-detect",出力言語（en、ja、ko、zh）。デフォルト：自動検出
Template,main.unsupported_lang,Unsupported language '{lang}'. Available: {available},未対応の言語 '{lang}'。利用可能：{available}
Template,migrate.add_column,ADD COLUMN,カラム追加
Template,migrate.add_table,ADD TABLE,テーブル追加
Template,migrate.applied_migration,Migration applied successfully.,マイグレーション適用完了。
Template,migrate.apply_later,Migration saved. Run 'make migrate' to apply later.,マイグレーション保存済み。'make migrate' で後から適用できます。
Template,migrate.apply_now,Apply migration now?,マイグレーションを今すぐ適用しますか？
Template,migrate.applying_pending,Applying pending migrations first...,保留中のマイグレーションを適用中...
Template,migrate.checking_schema,Checking schema against models...,スキーマをモデルと照合中...
Template,migrate.found_differences,Found {count} schema differences:,{count} 件のスキーマ差分を検出：
Template,migrate.generated_migration,Generated fix migration: {name},修正マイグレーション生成完了：{name}
Template,migrate.no_existing_migrations,No existing migrations found. Run 'make migrate' first.,既存のマイグレーションがありません。先に 'make migrate' を実行してください。
Template,migrate.no_fixable_differences,No fixable differences found.,修正可能な差分はありません。
Template,migrate.schema_up_to_date,Schema is up to date. No fix needed.,スキーマは最新です。修正不要。
Template,migrate.table_missing_warning,  WARNING: Table '{table}' is missing entirely. Create a manual migration with: alembic revision --autogenerate -m 'add {table}',  警告：テーブル '{table}' が存在しません。手動マイグレーションを作成してください：alembic revision --autogenerate -m 'add {table}'
Template,rag.added_updated,Added/updated:,追加/更新済み：
Template,rag.adding_label,Adding:,追加中：
Template,rag.arg_collection,Collection name to delete,削除するコレクション名
Template,rag.arg_file_path,File path to add/update,追加/更新するファイルパス
Template,rag.arg_path,File or directory path to index,インデックス対象のファイルまたはディレクトリパス
Template,rag.arg_query,Search query,検索クエリ
Template,rag.arg_source_path,Source path of file to remove (as stored in metadata),削除するファイルのソースパス（メタデータに保存された値）
Template,rag.batch_progress,Batch {batch}/{total} ({chunks} chunks),バッチ {batch}/{total}（{chunks} チャンク）
Template,rag.cache_dir_hint,"To use this cache, set RAG_MODEL_CACHE_DIR={dir}",このキャッシュを使用するには RAG_MODEL_CACHE_DIR={dir} を設定してください
Template,rag.cache_dir_label,Cache directory:,キャッシュディレクトリ：
Template,rag.chunk_overlap_label,Chunk Overlap:,チャンクオーバーラップ：
Template,rag.chunk_size_label,Chunk Size:,チャンクサイズ：
Template,rag.chunking_phase,Chunking:,チャンク分割：
Template,rag.chunks_column,Chunks,チャンク数
Template,rag.chunks_label,Chunks:,チャンク数：
Template,rag.chunks_per_sec,chunks/sec,チャンク/秒
Template,rag.chunks_unit,chunks,チャンク
Template,rag.collection_column,Collection,コレクション
Template,rag.collection_label,Collection:,コレクション：
Template,rag.collection_not_found,Collection not found:,コレクションが見つかりません：
Template,rag.collection_size_label,Collection size:,コレクションサイズ：
Template,rag.collection_title,Collection,コレクション
Template,rag.collections_count_label,Collections:,コレクション数：
Template,rag.collections_title,RAG Collections,RAGコレクション
Template,rag.confirm_delete,Are you sure you want to delete collection '{collection}'?,コレクション '{collection}' を削除しますか？
Template,rag.confirm_remove,Remove all chunks for '{source}' from '{collection}'?,'{collection}' から '{source}' の全チャンクを削除しますか？
Template,rag.create_collection_hint,Tip: Use 'rag index <path> --collection <name>' to create a collection.,ヒント：'rag index <パス> --collection <名前>' でコレクションを作成できます。
Template,rag.default_top_k_label,Default Top K:,デフォルトTop K：
Template,rag.deleted_collection,Deleted collection:,コレクション削除完了：
Template,rag.documents_column,Documents,ドキュメント
Template,rag.downloading_model,Downloading embedding model (first-time setup)...,エンベディングモデルをダウンロード中（初回セットアップ）...
Template,rag.downloading_named_model,Downloading {model}...,{model} をダウンロード中...
Template,rag.duration_label,Duration:,所要時間：
Template,rag.embedding_model_label,Embedding Model:,エンベディングモデル：
Template,rag.enabled_label,Enabled:,有効：
Template,rag.extensions_label,Extensions:,拡張子：
Template,rag.file_column,File,ファイル
Template,rag.file_not_found,File not found: {path},ファイルが見つかりません：{path}
Template,rag.files_and_chunks,"{files} files, {chunks} chunks",{files} ファイル、{chunks} チャンク
Template,rag.files_hint,Tip: Use 'rag files --collection <name>' to see indexed paths.,ヒント：'rag files --collection <名前>' でインデックス済みパスを確認できます。
Template,rag.found_results,Found {count} results:,{count} 件の結果：
Template,rag.hash_label,Hash:,ハッシュ：
Template,rag.help,RAG service commands for document indexing and search,RAGサービスコマンド（ドキュメントインデックス・検索）
Template,rag.help_add,Add or update a single file in the collection (upsert semantics).,コレクション内の単一ファイルを追加または更新します（upsert方式）。
Template,rag.help_delete,Delete a collection and all its documents from the vector store.,コレクションと全ドキュメントをベクトルストアから削除します。
Template,rag.help_files,List all indexed files in a collection with chunk counts.,コレクション内の全インデックス済みファイルをチャンク数付きで一覧表示します。
Template,rag.help_index,Index documents from a path into a collection for semantic search.,パスからドキュメントをコレクションにインデックスし、セマンティック検索を可能にします。
Template,rag.help_install_model,Pre-download the embedding model for offline/air-gapped operation.,オフライン/エアギャップ環境用にエンベディングモデルを事前ダウンロードします。
Template,rag.help_list,List all collections in the vector store with document counts.,ベクトルストア内の全コレクションをドキュメント数付きで一覧表示します。
Template,rag.help_remove,Remove a file's chunks from the collection.,コレクションからファイルのチャンクを削除します。
Template,rag.help_search,Search for documents in a collection using semantic search.,セマンティック検索でコレクション内のドキュメントを検索します。
Template,rag.help_status,Show RAG service status and configuration.,RAGサービスのステータスと設定を表示します。
Template,rag.ids_label,IDs:,ID：
Template,rag.index_hint,Tip: Use 'rag index <path> --collection <name>' or 'rag add <file> --collection <name>' to index content.,ヒント：'rag index <パス> --collection <名前>' または 'rag add <ファイル> --collection <名前>' でコンテンツをインデックスできます。
Template,rag.index_success,Successfully indexed {chunks} chunks from {files} files,{files} ファイルから {chunks} チャンクのインデックス作成完了
Template,rag.indexed_files_title,Indexed Files: {collection},インデックス済みファイル：{collection}
Template,rag.indexing_label,Indexing:,インデックス作成：
Template,rag.indexing_phase,Indexing:,インデックス作成：
Template,rag.indexing_progress,Indexing...,インデックス作成中...
Template,rag.last_activity_label,Last Activity:,最終アクティビティ：
Template,rag.loading_documents,Loading documents...,ドキュメント読み込み中...
Template,rag.loading_from_cache,Loading model from cache...,キャッシュからモデルを読み込み中...
Template,rag.loading_phase,Loading:,読み込み：
Template,rag.location_label,Location:,場所：
Template,rag.model_download_failed,Failed to download model: {error},モデルのダウンロード失敗：{error}
Template,rag.model_download_hint,Try running: rag install-model,次を実行してください：rag install-model
Template,rag.model_downloaded,Model downloaded successfully,モデルのダウンロード完了
Template,rag.model_found_in_cache,Model found in cache,キャッシュにモデルを検出
Template,rag.model_info,Model: {model} (~400MB download),モデル：{model}（約400MBダウンロード）
Template,rag.model_install_complete_title,Model Installation Complete,モデルインストール完了
Template,rag.model_installed,Installed,インストール済み
Template,rag.model_label,Model:,モデル：
Template,rag.model_not_found,Embedding model not found locally.,エンベディングモデルがローカルに見つかりません。
Template,rag.model_not_installed,Not installed,未インストール
Template,rag.model_ready_title,Model Ready,モデル準備完了
Template,rag.model_status_label,Model Status:,モデル状態：
Template,rag.no_chunks_found,No chunks found for:,チャンクが見つかりません：
Template,rag.no_collections,No collections found.,コレクションが見つかりません。
Template,rag.no_files_in_collection,No files indexed in collection:,コレクション内にインデックス済みファイルなし：
Template,rag.no_results,No results found.,結果が見つかりません。
Template,rag.openai_key_hint,Set OPENAI_API_KEY environment variable to use OpenAI embeddings.,OpenAIエンベディングを使用するには OPENAI_API_KEY 環境変数を設定してください。
Template,rag.openai_key_missing,OpenAI API key not configured.,OpenAI APIキーが未設定です。
Template,rag.openai_no_download,OpenAI embeddings don't require local model downloads.,OpenAIエンベディングはローカルモデルのダウンロード不要です。
Template,rag.opt_cache_dir,Directory to cache the model (default: system HuggingFace cache),モデルのキャッシュディレクトリ（デフォルト：システムHuggingFaceキャッシュ）
Template,rag.opt_collection,Collection name,コレクション名
Template,rag.opt_collection_search,Collection to search,検索対象コレクション
Template,rag.opt_content,Show full content of results,結果の全文を表示
Template,rag.opt_extensions,"Comma-separated file extensions (e.g., .py,.md)","カンマ区切りのファイル拡張子（例：.py,.md）"
Template,rag.opt_force,Skip confirmation prompt,確認プロンプトをスキップ
Template,rag.opt_model,Model name to download (default: from settings),ダウンロードするモデル名（デフォルト：設定値）
Template,rag.opt_show_ids,Show chunk IDs in output,チャンクIDを出力に表示
Template,rag.opt_top_k,Number of results,結果件数
Template,rag.path_not_found,Path not found: {path},パスが見つかりません：{path}
Template,rag.persist_dir_label,Persist Directory:,永続化ディレクトリ：
Template,rag.removed_chunks,Removed {count} chunks for:,{count} チャンクを削除済み：
Template,rag.run_install_model,run: rag install-model,実行：rag install-model
Template,rag.score_label,Score:,スコア：
Template,rag.search_hint,Tip: Make sure the collection exists and contains documents.,ヒント：コレクションが存在し、ドキュメントが含まれていることを確認してください。
Template,rag.searching_label,Searching:,検索中：
Template,rag.status_title,RAG Service Status,RAGサービスステータス
Template,rag.system_hf_cache,system HuggingFace cache,システムHuggingFaceキャッシュ
Template,rag.throughput_label,Throughput:,スループット：
Template,rag.total_label,Total:,合計：
Template,shared.cancelled,Cancelled.,キャンセル済み。
Template,shared.error,Error:,エラー：
Template,shared.no,No,いいえ
Template,shared.none,none,なし
Template,shared.show_help_exit,Show this message and exit.,ヘルプを表示して終了。
Template,shared.unknown,Unknown,不明
Template,shared.yes,Yes,はい
Template,slash.available_collections,Available: {list},利用可能：{list}
Template,slash.clear_desc,Clear the screen,画面をクリア
Template,slash.collection_not_found,Collection '{name}' not found.,コレクション '{name}' が見つかりません。
Template,slash.commands_panel,Commands,コマンド
Template,slash.current_panel,Current,現在の設定
Template,slash.enable_rag_first,Enable RAG first with /rag <collection>,先に /rag <コレクション> でRAGを有効化してください
Template,slash.exit_desc,Exit the chat session,チャットセッションを終了
Template,slash.help_desc,Show available commands,利用可能なコマンドを表示
Template,slash.index_documents_hint,Index documents: {app} rag index <path>,ドキュメントをインデックス：{app} rag index <パス>
Template,slash.model_desc,Switch AI model (auto-detects provider),AIモデルを切り替え（プロバイダ自動検出）
Template,slash.new_conversation,Started new conversation,新しい会話を開始しました
Template,slash.new_desc,Start a new conversation,新しい会話を開始
Template,slash.no_collections,No collections exist. Index documents first.,コレクションがありません。先にドキュメントをインデックスしてください。
Template,slash.no_collections_indexed,No collections indexed yet,インデックス済みコレクションがありません
Template,slash.rag_desc,Manage RAG mode,RAGモードを管理
Template,slash.rag_disabled,RAG disabled,RAG無効化済み
Template,slash.rag_enabled,RAG enabled with collection: {name},RAG有効化（コレクション：{name}）
Template,slash.rag_panel,RAG,RAG
Template,slash.rag_use_hint,Use /rag off or /rag <collection>,/rag off または /rag <コレクション> を使用してください
Template,slash.sources_desc,Toggle source references in output,ソース参照の表示を切り替え
Template,slash.sources_disabled,Source references disabled,ソース参照を無効化しました
Template,slash.sources_enabled,Source references enabled,ソース参照を有効化しました
Template,slash.sources_require_rag,Sources require RAG to be enabled.,ソース表示にはRAGの有効化が必要です。
Template,slash.sources_status,Source references {status},ソース参照 {status}
Template,slash.sources_usage,Usage: /sources [enable|disable],使い方：/sources [enable|disable]
Template,slash.status_desc,Show current configuration,現在の設定を表示
Template,slash.status_panel,Status,ステータス
Template,slash.switched_model,Switched to model: {model},モデル切り替え完了：{model}
Template,slash.switched_to,Switched to {provider}/{model},{provider}/{model} に切り替え完了
Template,slash.unknown_command,Unknown command: /{name}. Type /help for commands.,不明なコマンド：/{name}。/help でコマンド一覧を表示。
Template,slash.unknown_option,Unknown option: {arg},不明なオプション：{arg}
Template,slash.use_model_hint,Use /model <name> to switch,/model <名前> で切り替え
Template,status.na,n/a,n/a
Template,status.not_connected,not connected,未接続
Template,status.rag_off,RAG: OFF,RAG：OFF
Template,status.rag_on,RAG: ON,RAG：ON
Template,status.src_off,SRC: OFF,SRC：OFF
Template,status.src_on,SRC: ON,SRC：ON
Template,status.tokens,tokens,トークン
Template,tasks.active,Active,アクティブ
Template,tasks.help,Scheduled task management commands,スケジュールタスク管理コマンド
Template,tasks.help_list,List all scheduled jobs with their current status and details.,全スケジュールジョブの現在のステータスと詳細を一覧表示します。
Template,tasks.job_id_column,Job ID,ジョブID
Template,tasks.list_failed,Failed to list jobs:,ジョブ一覧取得失敗：
Template,tasks.listing_jobs,Listing Scheduled Jobs,スケジュールジョブ一覧
Template,tasks.name_column,Name,名前
Template,tasks.next_run_column,Next Run,次回実行
Template,tasks.no_jobs_found,No scheduled jobs found,スケジュールジョブが見つかりません
Template,tasks.not_scheduled,Not scheduled,未スケジュール
Template,tasks.paused,Paused,一時停止
Template,tasks.scheduled_jobs_title,Scheduled Jobs,スケジュールジョブ
Template,tasks.status_column,Status,ステータス
Template,tasks.total_jobs,Total jobs:,合計ジョブ数：
Template,tasks.trigger_column,Trigger,トリガー
