Source,Key,English,Traditional Chinese
Template,loadtest.rating.unknown,unknown,未知
Template,loadtest.rating_column,Rating,評級
Template,loadtest.rec.high_failure,High failure rate ({rate}%). Check worker logs for error patterns.,失敗率較高（{rate}%）。建議查看 Worker 日志排查錯誤模式。
Template,loadtest.rec.long_execution,Long execution time for relatively few tasks suggests queue saturation. Consider testing with smaller batches or different queues.,任務較少但執行時間過長，可能存在隊列擁堵。建議減小批次或更換隊列。
Template,loadtest.rec.low_throughput,Low throughput detected. Consider reducing task complexity or increasing worker concurrency.,檢測到吞吐量較低。建議降低任務復雜度或提高 Worker 並發數。
Template,loadtest.recommendations,Recommendations,建議
Template,loadtest.results_failed,Failed to retrieve results:,獲取結果失敗：
Template,loadtest.results_title,Load Test Results Summary,壓力測試結果概要
Template,loadtest.start_failed,Failed to start load test:,壓力測試啟動失敗：
Template,loadtest.starting,Starting load test...,正在啟動壓力測試...
Template,loadtest.status.completed,completed,已完成
Template,loadtest.status.failed,failed,失敗
Template,loadtest.status.timed_out,timed out,超時
Template,loadtest.status.unknown,unknown,未知
Template,loadtest.task_id_label,Task ID:,任務 ID：
Template,loadtest.tasks_label,Tasks:,任務數：
Template,loadtest.tasks_per_sec,tasks/sec,任務/秒
Template,loadtest.test_id_label,Test ID:,測試 ID：
Template,loadtest.test_validation,Test Validation,測試驗證
Template,loadtest.timed_out_title,Load Test Timed Out,壓力測試超時
Template,loadtest.timeout_explanation,"The orchestrator task timed out, but individual worker tasks may have completed successfully. This often happens with large load tests that exceed the queue timeout.",調度任務超時，但各 Worker 子任務可能已完成。大規模測試超出隊列超時限制時常見此情況。
Template,loadtest.timeout_progress,Timeout reached,等待超時
Template,loadtest.timeout_reached,Timeout reached after {timeout}s,等待超時（{timeout}秒）
Template,loadtest.tip_check_logs,Check worker logs for individual task completion,查看 Worker 日志確認子任務完成情況
Template,loadtest.tip_check_metrics,Check queue metrics for actual task completion counts,查看隊列指標確認實際完成數
Template,loadtest.tip_check_worker_logs,Check worker logs for detailed error information,查看 Worker 日志獲取詳細錯誤訊息
Template,loadtest.tip_smaller_batch,Consider using smaller batch sizes for large tests,大規模測試建議使用更小的批次
Template,loadtest.tip_try_smaller,Try a smaller test to isolate the issue,先運行小規模測試定位問題
Template,loadtest.tip_verify_queue,Verify queue connectivity and worker status,確認隊列連接和 Worker 狀態
Template,loadtest.to_investigate,To investigate:,排查方式：
Template,loadtest.troubleshoot_1,Check worker container logs: docker compose logs worker,查看 Worker 容器日志：docker compose logs worker
Template,loadtest.troubleshoot_2,Verify system health: {app} health check,檢查系統健康狀態：{app} health check
Template,loadtest.troubleshoot_3,Try a smaller load test first: {app} load-test cpu --tasks 10,先運行小規模測試：{app} load-test cpu --tasks 10
Template,loadtest.troubleshooting,Troubleshooting Tips,排查建議
Template,loadtest.type.cpu_intensive.concurrency,"Limited by CPU cores, benefits from parallel processing",受限於 CPU 核心數，可通過並行處理提升
Template,loadtest.type.cpu_intensive.description,Tests worker CPU processing with fibonacci calculations,使用斐波那契計算測試 Worker CPU 處理能力
Template,loadtest.type.cpu_intensive.duration,1-10ms per task,每個任務 1-10ms
Template,loadtest.type.cpu_intensive.name,CPU Intensive,CPU 密集型
Template,loadtest.type.cpu_intensive.signature,CPU bound - should show computation time scaling with problem size,CPU 密集——計算時間隨問題規模增長
Template,loadtest.type.failure_testing.concurrency,Tests worker recovery and error isolation,測試 Worker 恢復能力和錯誤隔離
Template,loadtest.type.failure_testing.description,Tests error handling with ~20% random failures,測試錯誤處理能力，約 20% 隨機失敗
Template,loadtest.type.failure_testing.duration,1-10ms per task (when successful),每個任務 1-10ms（成功時）
Template,loadtest.type.failure_testing.name,Failure Testing,故障測試
Template,loadtest.type.failure_testing.signature,Mixed - tests resilience and error handling paths,混合型——測試容錯和錯誤處理路徑
Template,loadtest.type.io_simulation.concurrency,Excellent with async - many tasks can run concurrently,異步表現優異——大量任務可並發執行
Template,loadtest.type.io_simulation.description,Tests async I/O handling with simulated delays,使用模擬延遲測試異步 I/O 處理能力
Template,loadtest.type.io_simulation.duration,5-30ms per task (includes simulated delays),每個任務 5-30ms（含模擬延遲）
Template,loadtest.type.io_simulation.name,I/O Simulation,I/O 模擬
Template,loadtest.type.io_simulation.signature,I/O bound - should show async concurrency benefits,I/O 密集——可體現異步並發優勢
Template,loadtest.type.memory_operations.concurrency,Moderate - limited by memory bandwidth and GC pressure,中等——受限於內存帶寬和 GC 壓力
Template,loadtest.type.memory_operations.description,Tests memory allocation and data structure operations,測試內存分配和數據結構操作
Template,loadtest.type.memory_operations.duration,1-5ms per task,每個任務 1-5ms
Template,loadtest.type.memory_operations.name,Memory Operations,內存操作
Template,loadtest.type.memory_operations.signature,Memory bound - should show allocation/deallocation patterns,內存密集——可觀察分配/釋放模式
Template,loadtest.type_concurrency,Concurrency:,並發表現：
Template,loadtest.type_description,Description:,說明：
Template,loadtest.type_details_title,Test Type Details,測試類型詳情
Template,loadtest.type_name,Name:,名稱：
Template,loadtest.type_performance,Performance:,性能特徵：
Template,loadtest.typical_duration,Typical duration:,典型耗時：
Template,loadtest.unknown_type,Unknown test type:,未知測試類型：
Template,loadtest.use_help_hint,Use --help with specific commands for more details,使用 --help 查看各命令詳情
Template,loadtest.validation.no,No,否
Template,loadtest.validation.unknown,unknown,未知
Template,loadtest.validation.verified,verified,已驗證
Template,loadtest.validation.yes,Yes,是
Template,loadtest.validation_metrics,Expected metrics present:,預期指標已存在：
Template,loadtest.validation_signature,Performance signature match:,性能特徵匹配：
Template,loadtest.validation_type,Test type verified:,測試類型已驗證：
Template,loadtest.value_column,Value,值
Template,loadtest.waiting,Waiting for load test completion (timeout: {timeout}s)...,等待測試完成（超時：{timeout} 秒）...
Template,loadtest.waiting_elapsed,Waiting for completion... ({elapsed}s),等待中... ({elapsed} 秒)
Template,loadtest.waiting_progress,Waiting for load test to complete...,等待測試完成...
Template,loadtest.what_this_means,What this means:,說明：
Template,loadtest.work_type_label,Work type:,測試內容：
Template,main.help,Project management CLI,項目命令行工具
Template,main.opt_lang,"Output language (en, ja, ko, zh, zh_Hant). Default: auto-detect",輸出語言（en、ja、ko、zh、zh_Hant），默認自動檢測系統語言
Template,main.unsupported_lang,Unsupported language '{lang}'. Available: {available},不支援的语言 '{lang}'。可用語言：{available}
Template,migrate.add_column,ADD COLUMN,新增列
Template,migrate.add_table,ADD TABLE,新增表
Template,migrate.applied_migration,Migration applied successfully.,遷移已成功執行
Template,migrate.apply_later,Migration saved. Run 'make migrate' to apply later.,遷移已保存。可稍後運行 'make migrate' 執行
Template,migrate.apply_now,Apply migration now?,是否立即執行遷移？
Template,migrate.applying_pending,Applying pending migrations first...,正在先執行待處理的遷移...
Template,migrate.checking_schema,Checking schema against models...,正在檢查數據庫結構與模型的一致性...
Template,migrate.found_differences,Found {count} schema differences:,發現 {count} 處結構差異：
Template,migrate.generated_migration,Generated fix migration: {name},已生成修復遷移：{name}
Template,migrate.no_existing_migrations,No existing migrations found. Run 'make migrate' first.,未找到現有遷移記錄，請先運行 'make migrate'。
Template,migrate.no_fixable_differences,No fixable differences found.,沒有可自動修復的差異。
Template,migrate.schema_up_to_date,Schema is up to date. No fix needed.,數據庫結構已是最新，無需修復。
Template,migrate.table_missing_warning,  WARNING: Table '{table}' is missing entirely. Create a manual migration with: alembic revision --autogenerate -m 'add {table}',  警告：表 '{table}' 完全缺失。請手動創建遷移：alembic revision --autogenerate -m 'add {table}'
Template,rag.added_updated,Added/updated:,已添加/更新：
Template,rag.adding_label,Adding:,添加：
Template,rag.arg_collection,Collection name to delete,要刪除的集合名稱
Template,rag.arg_file_path,File path to add/update,要添加/更新的檔案路徑
Template,rag.arg_path,File or directory path to index,要索引的檔案或目錄路徑
Template,rag.arg_query,Search query,搜索查詢內容
Template,rag.arg_source_path,Source path of file to remove (as stored in metadata),要移除的檔案源路徑（按元數據中存儲的路徑）
Template,rag.batch_progress,Batch {batch}/{total} ({chunks} chunks),批次 {batch}/{total}（{chunks} 個片段）
Template,rag.cache_dir_hint,"To use this cache, set RAG_MODEL_CACHE_DIR={dir}",如需使用此緩存，請設置 RAG_MODEL_CACHE_DIR={dir}
Template,rag.cache_dir_label,Cache directory:,緩存目錄：
Template,rag.chunk_overlap_label,Chunk Overlap:,片段重疊：
Template,rag.chunk_size_label,Chunk Size:,片段大小：
Template,rag.chunking_phase,Chunking:,切片：
Template,rag.chunks_column,Chunks,片段數
Template,rag.chunks_label,Chunks:,片段數：
Template,rag.chunks_per_sec,chunks/sec,片段/秒
Template,rag.chunks_unit,chunks,個片段
Template,rag.collection_column,Collection,集合
Template,rag.collection_label,Collection:,集合：
Template,rag.collection_not_found,Collection not found:,未找到集合：
Template,rag.collection_size_label,Collection size:,集合大小：
Template,rag.collection_title,Collection,集合
Template,rag.collections_count_label,Collections:,集合數：
Template,rag.collections_title,RAG Collections,RAG 集合
Template,rag.confirm_delete,Are you sure you want to delete collection '{collection}'?,確定要刪除集合 '{collection}' 嗎？
Template,rag.confirm_remove,Remove all chunks for '{source}' from '{collection}'?,確定要從集合 '{collection}' 中移除 '{source}' 的所有片段嗎？
Template,rag.create_collection_hint,Tip: Use 'rag index <path> --collection <name>' to create a collection.,提示：使用 'rag index <路徑> --collection <名稱>' 創建集合。
Template,rag.default_top_k_label,Default Top K:,默認 Top K：
Template,rag.deleted_collection,Deleted collection:,已刪除集合：
Template,rag.documents_column,Documents,文檔數
Template,rag.downloading_model,Downloading embedding model (first-time setup)...,正在下載嵌入模型（首次設定）...
Template,rag.downloading_named_model,Downloading {model}...,正在下載 {model}...
Template,rag.duration_label,Duration:,耗時：
Template,rag.embedding_model_label,Embedding Model:,嵌入模型：
Template,rag.enabled_label,Enabled:,啟用：
Template,rag.extensions_label,Extensions:,擴展名：
Template,rag.file_column,File,檔案
Template,rag.file_not_found,File not found: {path},檔案不存在：{path}
Template,rag.files_and_chunks,"{files} files, {chunks} chunks",{files} 個檔案，{chunks} 個片段
Template,rag.files_hint,Tip: Use 'rag files --collection <name>' to see indexed paths.,提示：使用 'rag files --collection <名稱>' 查看已索引的檔案路徑。
Template,rag.found_results,Found {count} results:,找到 {count} 條結果：
Template,rag.hash_label,Hash:,哈希值：
Template,rag.help,RAG service commands for document indexing and search,RAG 文檔索引與搜索相關命令
Template,rag.help_add,Add or update a single file in the collection (upsert semantics).,添加或更新集合中的單個檔案（覆蓋更新）。
Template,rag.help_delete,Delete a collection and all its documents from the vector store.,刪除向量存儲中的集合及其全部文檔。
Template,rag.help_files,List all indexed files in a collection with chunk counts.,列出集合中所有已索引檔案及片段數。
Template,rag.help_index,Index documents from a path into a collection for semantic search.,將指定路徑下的文檔索引到集合中，用於語義搜索。
Template,rag.help_install_model,Pre-download the embedding model for offline/air-gapped operation.,預下載嵌入模型，用於離線或隔離環境。
Template,rag.help_list,List all collections in the vector store with document counts.,列出向量存儲中所有集合及文檔數。
Template,rag.help_remove,Remove a file's chunks from the collection.,從集合中移除指定檔案的片段。
Template,rag.help_search,Search for documents in a collection using semantic search.,在集合中進行語義搜索。
Template,rag.help_status,Show RAG service status and configuration.,查看 RAG 服務狀態和設定。
Template,rag.ids_label,IDs:,ID：
Template,rag.index_hint,Tip: Use 'rag index <path> --collection <name>' or 'rag add <file> --collection <name>' to index content.,提示：使用 'rag index <路徑> --collection <名稱>' 或 'rag add <檔案> --collection <名稱>' 來索引內容。
Template,rag.index_success,Successfully indexed {chunks} chunks from {files} files,成功索引了 {chunks} 個片段，來自 {files} 個檔案
Template,rag.indexed_files_title,Indexed Files: {collection},已索引檔案：{collection}
Template,rag.indexing_label,Indexing:,索引：
Template,rag.indexing_phase,Indexing:,索引：
Template,rag.indexing_progress,Indexing...,索引中...
Template,rag.last_activity_label,Last Activity:,最近活動：
Template,rag.loading_documents,Loading documents...,正在加載文檔...
Template,rag.loading_from_cache,Loading model from cache...,正在從緩存加載模型...
Template,rag.loading_phase,Loading:,加載：
Template,rag.location_label,Location:,位置：
Template,rag.model_download_failed,Failed to download model: {error},模型下載失敗：{error}
Template,rag.model_download_hint,Try running: rag install-model,請嘗試運行：rag install-model
Template,rag.model_downloaded,Model downloaded successfully,模型下載完成
Template,rag.model_found_in_cache,Model found in cache,模型已在緩存中
Template,rag.model_info,Model: {model} (~400MB download),模型：{model}（約 400MB 下載）
Template,rag.model_install_complete_title,Model Installation Complete,模型安裝完成
Template,rag.model_installed,Installed,已安裝
Template,rag.model_label,Model:,模型：
Template,rag.model_not_found,Embedding model not found locally.,本地未找到嵌入模型。
Template,rag.model_not_installed,Not installed,未安裝
Template,rag.model_ready_title,Model Ready,模型就緒
Template,rag.model_status_label,Model Status:,模型狀態：
Template,rag.no_chunks_found,No chunks found for:,未找到相關片段：
Template,rag.no_collections,No collections found.,未找到任何集合。
Template,rag.no_files_in_collection,No files indexed in collection:,該集合中沒有已索引的檔案：
Template,rag.no_results,No results found.,未找到結果。
Template,rag.openai_key_hint,Set OPENAI_API_KEY environment variable to use OpenAI embeddings.,請設置 OPENAI_API_KEY 環境變量以使用 OpenAI 嵌入模型。
Template,rag.openai_key_missing,OpenAI API key not configured.,未設定 OpenAI API 密鑰。
Template,rag.openai_no_download,OpenAI embeddings don't require local model downloads.,OpenAI 嵌入模型無需本地下載。
Template,rag.opt_cache_dir,Directory to cache the model (default: system HuggingFace cache),模型緩存目錄（默認：系統 HuggingFace 緩存）
Template,rag.opt_collection,Collection name,集合名稱
Template,rag.opt_collection_search,Collection to search,要搜索的集合
Template,rag.opt_content,Show full content of results,顯示結果的完整內容
Template,rag.opt_extensions,"Comma-separated file extensions (e.g., .py,.md)","逗號分隔的檔案擴展名（如 .py,.md）"
Template,rag.opt_force,Skip confirmation prompt,跳過確認提示
Template,rag.opt_model,Model name to download (default: from settings),要下載的模型名稱（默認：使用設定值）
Template,rag.opt_show_ids,Show chunk IDs in output,在輸出中顯示片段 ID
Template,rag.opt_top_k,Number of results,返回結果數量
Template,rag.path_not_found,Path not found: {path},路徑不存在：{path}
Template,rag.persist_dir_label,Persist Directory:,持久化目錄：
Template,rag.removed_chunks,Removed {count} chunks for:,已移除 {count} 個片段：
Template,rag.run_install_model,run: rag install-model,運行：rag install-model
Template,rag.score_label,Score:,得分：
Template,rag.search_hint,Tip: Make sure the collection exists and contains documents.,提示：請確認集合存在且包含文檔。
Template,rag.searching_label,Searching:,搜索：
Template,rag.status_title,RAG Service Status,RAG 服務狀態
Template,rag.system_hf_cache,system HuggingFace cache,系統 HuggingFace 緩存
Template,rag.throughput_label,Throughput:,吞吐量：
Template,rag.total_label,Total:,合計：
Template,shared.cancelled,Cancelled.,已取消。
Template,shared.error,Error:,错误：
Template,shared.no,No,否
Template,shared.none,none,无
Template,shared.show_help_exit,Show this message and exit.,显示帮助訊息并退出。
Template,shared.unknown,Unknown,未知
Template,shared.yes,Yes,是
Template,slash.available_collections,Available: {list},可用集合：{list}
Template,slash.clear_desc,Clear the screen,清屏
Template,slash.collection_not_found,Collection '{name}' not found.,未找到集合 '{name}'。
Template,slash.commands_panel,Commands,命令
Template,slash.current_panel,Current,當前
Template,slash.enable_rag_first,Enable RAG first with /rag <collection>,請先使用 /rag <集合名> 開啟 RAG
Template,slash.exit_desc,Exit the chat session,退出聊天會話
Template,slash.help_desc,Show available commands,查看可用命令
Template,slash.index_documents_hint,Index documents: {app} rag index <path>,索引文檔：{app} rag index <路徑>
Template,slash.model_desc,Switch AI model (auto-detects provider),切換 AI 模型（自動檢測服務商）
Template,slash.new_conversation,Started new conversation,已開始新對話
Template,slash.new_desc,Start a new conversation,開始新對話
Template,slash.no_collections,No collections exist. Index documents first.,暫無集合，請先索引文檔。
Template,slash.no_collections_indexed,No collections indexed yet,暫無已索引的集合
Template,slash.rag_desc,Manage RAG mode,管理 RAG 模式
Template,slash.rag_disabled,RAG disabled,RAG 已關閉
Template,slash.rag_enabled,RAG enabled with collection: {name},RAG 已開啟，使用集合：{name}
Template,slash.rag_panel,RAG,RAG
Template,slash.rag_use_hint,Use /rag off or /rag <collection>,使用 /rag off 或 /rag <集合名>
Template,slash.sources_desc,Toggle source references in output,切換輸出中的引用來源顯示
Template,slash.sources_disabled,Source references disabled,引用來源已關閉
Template,slash.sources_enabled,Source references enabled,引用來源已開啟
Template,slash.sources_require_rag,Sources require RAG to be enabled.,引用來源需要先開啟 RAG。
Template,slash.sources_status,Source references {status},引用來源已{status}
Template,slash.sources_usage,Usage: /sources [enable|disable],用法：/sources [enable|disable]
Template,slash.status_desc,Show current configuration,查看當前設定
Template,slash.status_panel,Status,狀態
Template,slash.switched_model,Switched to model: {model},已切換模型：{model}
Template,slash.switched_to,Switched to {provider}/{model},已切換到 {provider}/{model}
Template,slash.unknown_command,Unknown command: /{name}. Type /help for commands.,未知命令：/{name}。輸入 /help 查看命令。
Template,slash.unknown_option,Unknown option: {arg},未知選項：{arg}
Template,slash.use_model_hint,Use /model <name> to switch,使用 /model <名稱> 切換
Template,status.na,n/a,無
Template,status.not_connected,not connected,未連接
Template,status.rag_off,RAG: OFF,RAG：關
Template,status.rag_on,RAG: ON,RAG：開
Template,status.src_off,SRC: OFF,引用：關
Template,status.src_on,SRC: ON,引用：開
Template,status.tokens,tokens,token
Template,tasks.active,Active,運行中
Template,tasks.help,Scheduled task management commands,定時任務管理命令
Template,tasks.help_list,List all scheduled jobs with their current status and details.,列出所有已調度任務及狀態訊息。
Template,tasks.job_id_column,Job ID,任務 ID
Template,tasks.list_failed,Failed to list jobs:,獲取任務列表失敗：
Template,tasks.listing_jobs,Listing Scheduled Jobs,已調度任務列表
Template,tasks.name_column,Name,任務名稱
Template,tasks.next_run_column,Next Run,下次運行時間
Template,tasks.no_jobs_found,No scheduled jobs found,沒有已調度的任務
Template,tasks.not_scheduled,Not scheduled,未調度
Template,tasks.paused,Paused,已暫停
Template,tasks.scheduled_jobs_title,Scheduled Jobs,已調度任務
Template,tasks.status_column,Status,狀態
Template,tasks.total_jobs,Total jobs:,任務總數：
Template,tasks.trigger_column,Trigger,觸發類型
