Source,Key,English,Korean
Template,llm.opt_dry_run,Preview changes without modifying the database,데이터베이스를 수정하지 않고 변경 사항을 미리 봅니다
Template,llm.opt_force,Skip catalog validation and allow any model string,카탈로그 검증을 건너뛰고 모든 모델 문자열 허용
Template,llm.opt_limit,Maximum number of results,최대 결과 수
Template,llm.opt_mode,"Mode filter: 'chat', 'embedding', or 'all'","모드 필터: 'chat', 'embedding', 또는 'all'"
Template,llm.opt_refresh,Truncate all LLM tables before syncing (full refresh),동기화 전 모든 LLM 테이블을 초기화합니다 (전체 새로고침)
Template,llm.opt_source,"Data source: 'cloud' (OpenRouter/LiteLLM), 'ollama', or 'all'","데이터 소스: 'cloud' (OpenRouter/LiteLLM), 'ollama', 또는 'all'"
Template,llm.output_label,Output:,출력:
Template,llm.output_price_column,Output $/1M,출력 $/1M
Template,llm.output_price_label,Output Price:,출력 가격:
Template,llm.per_million_tokens,/ 1M tokens,/ 100만 토큰
Template,llm.prices_row,Prices,가격
Template,llm.prices_synced,Prices Synced,동기화된 가격
Template,llm.pricing_header,Pricing (per 1M tokens),가격 (100만 토큰 기준)
Template,llm.provide_filter,Please provide a search pattern or filter.,검색 패턴 또는 필터를 입력하세요.
Template,llm.provider_label,Provider:,제공자:
Template,llm.refresh_dry_run,Refresh requested - would truncate all LLM tables,새로고침 요청됨 — 모든 LLM 테이블을 비울 예정입니다
Template,llm.released_column,Released,출시일
Template,llm.released_label,Released:,출시일:
Template,llm.run_sync_hint,Run 'llm sync' to populate the catalog.,'llm sync'를 실행하여 카탈로그를 채우세요.
Template,llm.streamable_label,Streamable:,스트리밍:
Template,llm.switching_model,Switching to {model_id},{model_id}(으)로 전환 중
Template,llm.sync_results,Sync Results,동기화 결과
Template,llm.sync_results_dry_run,Sync Results (Dry Run),동기화 결과 (드라이런)
Template,llm.syncing_catalog,Syncing LLM catalog (mode={mode}),LLM 카탈로그 동기화 중 (mode={mode})
Template,llm.syncing_catalog_all,"Syncing LLM catalog (mode={mode}, source=all)","LLM 카탈로그 동기화 중 (mode={mode}, source=all)"
Template,llm.syncing_ollama,Syncing Ollama models,Ollama 모델 동기화 중
Template,llm.temperature_label,Temperature:,온도:
Template,llm.tokens_unit,tokens,토큰
Template,llm.top_vendors,Top Vendors by Model Count,모델 수 기준 상위 벤더
Template,llm.vendor_column,Vendor,벤더
Template,llm.vendor_label,Vendor:,벤더:
Template,llm.vendors_added,Vendors Added,추가된 벤더
Template,llm.vendors_row,Vendors,벤더
Template,llm.vendors_title,LLM Vendors ({count} total),LLM 벤더 (총 {count}개)
Template,llm.vendors_updated,Vendors Updated,업데이트된 벤더
Template,loadtest.analysis_panel,Load Test Analysis,부하 테스트 분석
Template,loadtest.arg_task_id,Load test task ID,부하 테스트 작업 ID
Template,loadtest.arg_test_type,Specific test type to show info for,정보를 표시할 특정 테스트 유형
Template,loadtest.aspect_column,Aspect,항목
Template,loadtest.aspect_efficiency,Efficiency,효율성
Template,loadtest.aspect_queue_pressure,Queue Pressure,큐 부하
Template,loadtest.aspect_throughput,Throughput,처리량
Template,loadtest.available_types,Available Load Test Types,사용 가능한 부하 테스트 유형
Template,loadtest.available_types_list,Available types:,사용 가능한 유형:
Template,loadtest.check_results,Check results:,결과 확인:
Template,loadtest.check_results_later,Use this command to check results later:,나중에 결과를 확인하려면:
Template,loadtest.check_results_manual,Check results manually:,수동으로 결과를 확인하세요:
Template,loadtest.check_task_hint,Check that the task ID is correct and the test has completed,작업 ID가 정확하고 테스트가 완료되었는지 확인하세요
Template,loadtest.completed,Load test completed!,부하 테스트 완료!
Template,loadtest.completed_progress,Load test completed!,부하 테스트 완료!
Template,loadtest.config_batch_detail,{size} tasks per batch,배치당 {size}개 작업
Template,loadtest.config_batching,Batching:,배치:
Template,loadtest.config_delay,Delay:,지연:
Template,loadtest.config_delay_detail,{ms}ms between batches,배치 간 {ms}ms
Template,loadtest.config_queue,Queue:,큐:
Template,loadtest.config_tasks,Tasks:,작업:
Template,loadtest.config_tasks_detail,{count} {type} tasks,{count}개 {type} 작업
Template,loadtest.config_title,Test Configuration,테스트 설정
Template,loadtest.cpu_failed,CPU test failed:,CPU 테스트 실패:
Template,loadtest.cpu_started,CPU test started!,CPU 테스트 시작됨!
Template,loadtest.desc_efficiency,Task completion rate,작업 완료율
Template,loadtest.desc_queue_pressure,Queue saturation level,큐 포화 수준
Template,loadtest.desc_throughput,Task processing speed,작업 처리 속도
Template,loadtest.description_column,Description,설명
Template,loadtest.detail_duration,Total test duration,전체 테스트 소요 시간
Template,loadtest.detail_failure_rate,Percentage of failed tasks,실패한 작업 비율
Template,loadtest.detail_status,Test execution status,테스트 실행 상태
Template,loadtest.detail_tasks_completed,Successfully completed,성공적으로 완료됨
Template,loadtest.detail_tasks_failed,Failed during execution,실행 중 실패
Template,loadtest.detail_tasks_sent,Total tasks enqueued,큐에 추가된 전체 작업
Template,loadtest.detail_throughput,Average task completion rate,평균 작업 완료 속도
Template,loadtest.details_column,Details,세부사항
Template,loadtest.enqueued,Load test enqueued successfully!,부하 테스트가 큐에 추가되었습니다!
Template,loadtest.error_label,Error:,오류:
Template,loadtest.examples_label,Examples:,예시:
Template,loadtest.failed_title,Load Test Failed,부하 테스트 실패
Template,loadtest.help,Load testing commands for worker performance analysis,워커 성능 분석을 위한 부하 테스트 명령어
Template,loadtest.help_cpu,Quick CPU-intensive load test with optimized defaults.,최적화된 기본값으로 CPU 집약적 빠른 부하 테스트를 실행합니다.
Template,loadtest.help_info,Display information about available load test types and their characteristics.,사용 가능한 부하 테스트 유형과 특성 정보를 표시합니다.
Template,loadtest.help_io,Quick I/O simulation load test with optimized defaults.,최적화된 기본값으로 I/O 시뮬레이션 빠른 부하 테스트를 실행합니다.
Template,loadtest.help_memory,Quick memory allocation load test with optimized defaults.,최적화된 기본값으로 메모리 할당 빠른 부하 테스트를 실행합니다.
Template,loadtest.help_results,Display results and analysis for a completed load test.,완료된 부하 테스트의 결과와 분석을 표시합니다.
Template,loadtest.help_run,Run a customizable load test with full control over configuration.,설정을 완전히 제어하여 커스텀 부하 테스트를 실행합니다.
Template,loadtest.io_failed,I/O test failed:,I/O 테스트 실패:
Template,loadtest.io_started,I/O test started!,I/O 테스트 시작됨!
Template,loadtest.memory_failed,Memory test failed:,메모리 테스트 실패:
Template,loadtest.memory_started,Memory test started!,메모리 테스트 시작됨!
Template,loadtest.metric_column,Metric,지표
Template,loadtest.metric_duration,Duration,소요 시간
Template,loadtest.metric_failure_rate,Failure Rate,실패율
Template,loadtest.metric_status,Status,상태
Template,loadtest.metric_tasks_completed,Tasks Completed,완료된 작업
Template,loadtest.metric_tasks_failed,Tasks Failed,실패한 작업
Template,loadtest.metric_tasks_sent,Tasks Sent,전송된 작업
Template,loadtest.metric_throughput,Throughput,처리량
Template,loadtest.next_steps,Next steps:,다음 단계:
Template,loadtest.no_results,No results found for task ID:,작업 ID에 대한 결과를 찾을 수 없습니다:
Template,loadtest.no_summary,No summary available,요약 정보 없음
Template,loadtest.opt_batch_size,Tasks per batch,배치당 작업 수
Template,loadtest.opt_cpu_tasks,Number of CPU tasks,CPU 작업 수
Template,loadtest.opt_delay,Delay between batches (ms),배치 간 지연 시간 (ms)
Template,loadtest.opt_detailed,Show detailed analysis and metrics,상세 분석 및 메트릭 표시
Template,loadtest.opt_io_tasks,Number of I/O tasks,I/O 작업 수
Template,loadtest.opt_json,Output results in JSON format,JSON 형식으로 결과 출력
Template,loadtest.opt_memory_tasks,Number of memory tasks,메모리 작업 수
Template,loadtest.opt_num_tasks,Number of tasks to spawn,생성할 작업 수
Template,loadtest.opt_queue,Target queue for testing,테스트 대상 큐
Template,loadtest.opt_queue_results,Queue where test was run,테스트가 실행된 큐
Template,loadtest.opt_task_type,Type of load test to run,실행할 부하 테스트 유형
Template,loadtest.opt_timeout,Timeout for waiting (seconds),대기 시간 초과 (초)
Template,loadtest.opt_wait,Wait for test completion and show results,테스트 완료를 기다리고 결과 표시
Template,loadtest.opt_wait_short,Wait for completion,완료 대기
Template,loadtest.panel_setup,Load Test Setup,부하 테스트 설정
Template,loadtest.perf_analysis_title,Performance Analysis,성능 분석
Template,loadtest.perf_summary,Performance Summary,성능 요약
Template,loadtest.pressure.high,high,높음
Template,loadtest.pressure.low,low,낮음
Template,loadtest.pressure.medium,medium,보통
Template,loadtest.quick_cpu_tasks,{count} CPU-intensive tasks,{count}개 CPU 집약적 작업
Template,loadtest.quick_cpu_title,Quick CPU Load Test,빠른 CPU 부하 테스트
Template,loadtest.quick_cpu_work,Fibonacci + math operations + prime checking,피보나치 + 수학 연산 + 소수 판별
Template,loadtest.quick_io_tasks,{count} I/O simulation tasks,{count}개 I/O 시뮬레이션 작업
Template,loadtest.quick_io_title,Quick I/O Load Test,빠른 I/O 부하 테스트
Template,loadtest.quick_io_work,Network delays + concurrent async + file operations,네트워크 지연 + 동시 비동기 + 파일 작업
Template,loadtest.quick_memory_tasks,{count} memory allocation tasks,{count}개 메모리 할당 작업
Template,loadtest.quick_memory_title,Quick Memory Load Test,빠른 메모리 부하 테스트
Template,loadtest.quick_memory_work,Data structures + allocation patterns + GC testing,자료 구조 + 할당 패턴 + GC 테스트
Template,loadtest.rating.excellent,excellent,우수
Template,loadtest.rating.fair,fair,보통
Template,loadtest.rating.good,good,양호
Template,loadtest.rating.poor,poor,미흡
Template,loadtest.rating.unknown,unknown,알 수 없음
Template,loadtest.rating_column,Rating,등급
Template,loadtest.rec.high_failure,High failure rate ({rate}%). Check worker logs for error patterns.,높은 실패율 ({rate}%). 워커 로그에서 오류 패턴을 확인하세요.
Template,loadtest.rec.long_execution,Long execution time for relatively few tasks suggests queue saturation. Consider testing with smaller batches or different queues.,상대적으로 적은 작업 수에 비해 긴 실행 시간은 큐 포화를 시사합니다. 더 작은 배치나 다른 큐로 테스트해 보세요.
Template,loadtest.rec.low_throughput,Low throughput detected. Consider reducing task complexity or increasing worker concurrency.,낮은 처리량이 감지되었습니다. 작업 복잡도를 줄이거나 워커 동시성을 높여보세요.
Template,loadtest.recommendations,Recommendations,권장 사항
Template,loadtest.results_failed,Failed to retrieve results:,결과 조회 실패:
Template,loadtest.results_title,Load Test Results Summary,부하 테스트 결과 요약
Template,loadtest.start_failed,Failed to start load test:,부하 테스트 시작 실패:
Template,loadtest.starting,Starting load test...,부하 테스트 시작 중...
Template,loadtest.status.completed,completed,완료
Template,loadtest.status.failed,failed,실패
Template,loadtest.status.timed_out,timed out,시간 초과
Template,loadtest.status.unknown,unknown,알 수 없음
Template,loadtest.task_id_label,Task ID:,작업 ID:
Template,loadtest.tasks_label,Tasks:,작업:
Template,loadtest.tasks_per_sec,tasks/sec,작업/초
Template,loadtest.test_id_label,Test ID:,테스트 ID:
Template,loadtest.test_validation,Test Validation,테스트 검증
Template,loadtest.timed_out_title,Load Test Timed Out,부하 테스트 시간 초과
Template,loadtest.timeout_explanation,"The orchestrator task timed out, but individual worker tasks may have completed successfully. This often happens with large load tests that exceed the queue timeout.","오케스트레이터 작업이 시간 초과되었지만, 개별 워커 작업은 성공적으로 완료되었을 수 있습니다. 큐 시간 초과를 넘는 대규모 부하 테스트에서 자주 발생합니다."
Template,loadtest.timeout_progress,Timeout reached,시간 초과됨
Template,loadtest.timeout_reached,Timeout reached after {timeout}s,{timeout}초 후 시간 초과됨
Template,loadtest.tip_check_logs,Check worker logs for individual task completion,워커 로그에서 개별 작업 완료를 확인하세요
Template,loadtest.tip_check_metrics,Check queue metrics for actual task completion counts,큐 메트릭에서 실제 작업 완료 수를 확인하세요
Template,loadtest.tip_check_worker_logs,Check worker logs for detailed error information,워커 로그에서 상세 오류 정보를 확인하세요
Template,loadtest.tip_smaller_batch,Consider using smaller batch sizes for large tests,대규모 테스트에는 더 작은 배치 크기를 사용해 보세요
Template,loadtest.tip_try_smaller,Try a smaller test to isolate the issue,문제를 파악하려면 더 작은 테스트를 시도하세요
Template,loadtest.tip_verify_queue,Verify queue connectivity and worker status,큐 연결 및 워커 상태를 확인하세요
Template,loadtest.to_investigate,To investigate:,조사하려면:
Template,loadtest.troubleshoot_1,Check worker container logs: docker compose logs worker,워커 컨테이너 로그 확인: docker compose logs worker
Template,loadtest.troubleshoot_2,Verify system health: {app} health check,시스템 상태 확인: {app} health check
Template,loadtest.troubleshoot_3,Try a smaller load test first: {app} load-test cpu --tasks 10,먼저 작은 부하 테스트 시도: {app} load-test cpu --tasks 10
Template,loadtest.troubleshooting,Troubleshooting Tips,문제 해결 팁
Template,loadtest.type.cpu_intensive.concurrency,"Limited by CPU cores, benefits from parallel processing","CPU 코어 수에 의해 제한되며, 병렬 처리의 이점이 있습니다"
Template,loadtest.type.cpu_intensive.description,Tests worker CPU processing with fibonacci calculations,피보나치 계산으로 워커 CPU 처리를 테스트합니다
Template,loadtest.type.cpu_intensive.duration,1-10ms per task,작업당 1-10ms
Template,loadtest.type.cpu_intensive.name,CPU Intensive,CPU 집약적
Template,loadtest.type.cpu_intensive.signature,CPU bound - should show computation time scaling with problem size,CPU 바운드 — 문제 크기에 따라 계산 시간이 증가합니다
Template,loadtest.type.failure_testing.concurrency,Tests worker recovery and error isolation,워커 복구와 오류 격리를 테스트합니다
Template,loadtest.type.failure_testing.description,Tests error handling with ~20% random failures,약 20% 무작위 실패로 오류 처리를 테스트합니다
Template,loadtest.type.failure_testing.duration,1-10ms per task (when successful),작업당 1-10ms (성공 시)
Template,loadtest.type.failure_testing.name,Failure Testing,실패 테스트
Template,loadtest.type.failure_testing.signature,Mixed - tests resilience and error handling paths,혼합 — 복원력과 오류 처리 경로를 테스트합니다
Template,loadtest.type.io_simulation.concurrency,Excellent with async - many tasks can run concurrently,비동기 처리에 우수 — 많은 작업이 동시에 실행 가능
Template,loadtest.type.io_simulation.description,Tests async I/O handling with simulated delays,시뮬레이션된 지연으로 비동기 I/O 처리를 테스트합니다
Template,loadtest.type.io_simulation.duration,5-30ms per task (includes simulated delays),작업당 5-30ms (시뮬레이션 지연 포함)
Template,loadtest.type.io_simulation.name,I/O Simulation,I/O 시뮬레이션
Template,loadtest.type.io_simulation.signature,I/O bound - should show async concurrency benefits,I/O 바운드 — 비동기 동시성의 이점이 드러납니다
Template,loadtest.type.memory_operations.concurrency,Moderate - limited by memory bandwidth and GC pressure,보통 — 메모리 대역폭과 GC 부하에 의해 제한됨
Template,loadtest.type.memory_operations.description,Tests memory allocation and data structure operations,메모리 할당 및 자료 구조 연산을 테스트합니다
Template,loadtest.type.memory_operations.duration,1-5ms per task,작업당 1-5ms
Template,loadtest.type.memory_operations.name,Memory Operations,메모리 연산
Template,loadtest.type.memory_operations.signature,Memory bound - should show allocation/deallocation patterns,메모리 바운드 — 할당/해제 패턴이 드러납니다
Template,loadtest.type_concurrency,Concurrency:,동시성:
Template,loadtest.type_description,Description:,설명:
Template,loadtest.type_details_title,Test Type Details,테스트 유형 상세
Template,loadtest.type_name,Name:,이름:
Template,loadtest.type_performance,Performance:,성능:
Template,loadtest.typical_duration,Typical duration:,일반적인 소요 시간:
Template,loadtest.unknown_type,Unknown test type:,알 수 없는 테스트 유형:
Template,loadtest.use_help_hint,Use --help with specific commands for more details,자세한 내용은 특정 명령어에 --help를 사용하세요
Template,loadtest.validation.no,No,아니오
Template,loadtest.validation.unknown,unknown,알 수 없음
Template,loadtest.validation.verified,verified,검증됨
Template,loadtest.validation.yes,Yes,예
Template,loadtest.validation_metrics,Expected metrics present:,예상 메트릭 존재:
Template,loadtest.validation_signature,Performance signature match:,성능 시그니처 일치:
Template,loadtest.validation_type,Test type verified:,테스트 유형 확인됨:
Template,loadtest.value_column,Value,값
Template,loadtest.waiting,Waiting for load test completion (timeout: {timeout}s)...,부하 테스트 완료 대기 중 (시간 초과: {timeout}초)...
Template,loadtest.waiting_elapsed,Waiting for completion... ({elapsed}s),완료 대기 중... ({elapsed}초)
Template,loadtest.waiting_progress,Waiting for load test to complete...,부하 테스트 완료 대기 중...
Template,loadtest.what_this_means,What this means:,이것이 의미하는 것:
Template,loadtest.work_type_label,Work type:,작업 유형:
Template,main.help,Project management CLI,프로젝트 관리 CLI
Template,main.opt_lang,"Output language (en, ja, ko, zh). Default: auto-detect","출력 언어 (en, ja, ko, zh). 기본값: 자동 감지"
Template,main.unsupported_lang,Unsupported language '{lang}'. Available: {available},지원하지 않는 언어입니다: '{lang}'. 사용 가능: {available}
Template,migrate.add_column,ADD COLUMN,컬럼 추가
Template,migrate.add_table,ADD TABLE,테이블 추가
Template,migrate.applied_migration,Migration applied successfully.,마이그레이션이 적용되었습니다.
Template,migrate.apply_later,Migration saved. Run 'make migrate' to apply later.,마이그레이션이 저장되었습니다. 'make migrate'로 나중에 적용하세요.
Template,migrate.apply_now,Apply migration now?,지금 마이그레이션을 적용하시겠습니까?
Template,migrate.applying_pending,Applying pending migrations first...,보류 중인 마이그레이션을 먼저 적용합니다...
Template,migrate.checking_schema,Checking schema against models...,모델 대비 스키마 확인 중...
Template,migrate.found_differences,Found {count} schema differences:,{count}개 스키마 차이 발견:
Template,migrate.generated_migration,Generated fix migration: {name},수정 마이그레이션 생성됨: {name}
Template,migrate.no_existing_migrations,No existing migrations found. Run 'make migrate' first.,기존 마이그레이션을 찾을 수 없습니다. 먼저 'make migrate'를 실행하세요.
Template,migrate.no_fixable_differences,No fixable differences found.,수정 가능한 차이를 찾을 수 없습니다.
Template,migrate.schema_up_to_date,Schema is up to date. No fix needed.,스키마가 최신 상태입니다. 수정이 필요 없습니다.
Template,migrate.table_missing_warning,  WARNING: Table '{table}' is missing entirely. Create a manual migration with: alembic revision --autogenerate -m 'add {table}',  경고: '{table}' 테이블이 누락되어 있습니다. 수동 마이그레이션을 생성하세요: alembic revision --autogenerate -m 'add {table}'
Template,rag.added_updated,Added/updated:,추가/업데이트:
Template,rag.adding_label,Adding:,추가:
Template,rag.arg_collection,Collection name to delete,삭제할 컬렉션 이름
Template,rag.arg_file_path,File path to add/update,추가/업데이트할 파일 경로
Template,rag.arg_path,File or directory path to index,인덱싱할 파일 또는 디렉터리 경로
Template,rag.arg_query,Search query,검색 쿼리
Template,rag.arg_source_path,Source path of file to remove (as stored in metadata),제거할 파일의 소스 경로 (메타데이터에 저장된 경로)
Template,rag.batch_progress,Batch {batch}/{total} ({chunks} chunks),배치 {batch}/{total} ({chunks}개 청크)
Template,rag.cache_dir_hint,"To use this cache, set RAG_MODEL_CACHE_DIR={dir}",이 캐시를 사용하려면 RAG_MODEL_CACHE_DIR={dir} 을 설정하세요
Template,rag.cache_dir_label,Cache directory:,캐시 디렉터리:
Template,rag.chunk_overlap_label,Chunk Overlap:,청크 중첩:
Template,rag.chunk_size_label,Chunk Size:,청크 크기:
Template,rag.chunking_phase,Chunking:,청킹:
Template,rag.chunks_column,Chunks,청크
Template,rag.chunks_label,Chunks:,청크:
Template,rag.chunks_per_sec,chunks/sec,청크/초
Template,rag.chunks_unit,chunks,청크
Template,rag.collection_column,Collection,컬렉션
Template,rag.collection_label,Collection:,컬렉션:
Template,rag.collection_not_found,Collection not found:,컬렉션을 찾을 수 없습니다:
Template,rag.collection_size_label,Collection size:,컬렉션 크기:
Template,rag.collection_title,Collection,컬렉션
Template,rag.collections_count_label,Collections:,컬렉션:
Template,rag.collections_title,RAG Collections,RAG 컬렉션
Template,rag.confirm_delete,Are you sure you want to delete collection '{collection}'?,'{collection}' 컬렉션을 정말 삭제하시겠습니까?
Template,rag.confirm_remove,Remove all chunks for '{source}' from '{collection}'?,'{collection}'에서 '{source}'의 모든 청크를 삭제하시겠습니까?
Template,rag.create_collection_hint,Tip: Use 'rag index <path> --collection <name>' to create a collection.,팁: 'rag index <경로> --collection <이름>'으로 컬렉션을 생성하세요.
Template,rag.default_top_k_label,Default Top K:,기본 Top K:
Template,rag.deleted_collection,Deleted collection:,컬렉션 삭제 완료:
Template,rag.documents_column,Documents,문서
Template,rag.downloading_model,Downloading embedding model (first-time setup)...,임베딩 모델 다운로드 중 (최초 설정)...
Template,rag.downloading_named_model,Downloading {model}...,{model} 다운로드 중...
Template,rag.duration_label,Duration:,소요 시간:
Template,rag.embedding_model_label,Embedding Model:,임베딩 모델:
Template,rag.enabled_label,Enabled:,활성화:
Template,rag.extensions_label,Extensions:,확장자:
Template,rag.file_column,File,파일
Template,rag.file_not_found,File not found: {path},파일을 찾을 수 없습니다: {path}
Template,rag.files_and_chunks,"{files} files, {chunks} chunks","{files}개 파일, {chunks}개 청크"
Template,rag.files_hint,Tip: Use 'rag files --collection <name>' to see indexed paths.,팁: 'rag files --collection <이름>'으로 인덱싱된 경로를 확인하세요.
Template,rag.found_results,Found {count} results:,{count}개 결과를 찾았습니다:
Template,rag.hash_label,Hash:,해시:
Template,rag.help,RAG service commands for document indexing and search,문서 인덱싱 및 검색을 위한 RAG 서비스 명령어
Template,rag.help_add,Add or update a single file in the collection (upsert semantics).,컬렉션에 단일 파일을 추가하거나 업데이트합니다 (upsert 방식).
Template,rag.help_delete,Delete a collection and all its documents from the vector store.,컬렉션과 모든 문서를 벡터 저장소에서 삭제합니다.
Template,rag.help_files,List all indexed files in a collection with chunk counts.,컬렉션의 모든 인덱싱된 파일과 청크 수를 표시합니다.
Template,rag.help_index,Index documents from a path into a collection for semantic search.,시맨틱 검색을 위해 경로의 문서를 컬렉션에 인덱싱합니다.
Template,rag.help_install_model,Pre-download the embedding model for offline/air-gapped operation.,오프라인/에어갭 환경을 위해 임베딩 모델을 미리 다운로드합니다.
Template,rag.help_list,List all collections in the vector store with document counts.,벡터 저장소의 모든 컬렉션과 문서 수를 표시합니다.
Template,rag.help_remove,Remove a file's chunks from the collection.,컬렉션에서 파일의 청크를 제거합니다.
Template,rag.help_search,Search for documents in a collection using semantic search.,시맨틱 검색으로 컬렉션의 문서를 검색합니다.
Template,rag.help_status,Show RAG service status and configuration.,RAG 서비스 상태 및 설정을 표시합니다.
Template,rag.ids_label,IDs:,ID:
Template,rag.index_hint,Tip: Use 'rag index <path> --collection <name>' or 'rag add <file> --collection <name>' to index content.,팁: 'rag index <경로> --collection <이름>' 또는 'rag add <파일> --collection <이름>'으로 콘텐츠를 인덱싱하세요.
Template,rag.index_success,Successfully indexed {chunks} chunks from {files} files,{files}개 파일에서 {chunks}개 청크를 인덱싱했습니다
Template,rag.indexed_files_title,Indexed Files: {collection},인덱싱된 파일: {collection}
Template,rag.indexing_label,Indexing:,인덱싱:
Template,rag.indexing_phase,Indexing:,인덱싱:
Template,rag.indexing_progress,Indexing...,인덱싱 중...
Template,rag.last_activity_label,Last Activity:,최근 활동:
Template,rag.loading_documents,Loading documents...,문서 로딩 중...
Template,rag.loading_from_cache,Loading model from cache...,캐시에서 모델 로딩 중...
Template,rag.loading_phase,Loading:,로딩:
Template,rag.location_label,Location:,위치:
Template,rag.model_download_failed,Failed to download model: {error},모델 다운로드 실패: {error}
Template,rag.model_download_hint,Try running: rag install-model,다음을 실행해 보세요: rag install-model
Template,rag.model_downloaded,Model downloaded successfully,모델 다운로드 완료
Template,rag.model_found_in_cache,Model found in cache,캐시에서 모델 발견
Template,rag.model_info,Model: {model} (~400MB download),모델: {model} (약 400MB 다운로드)
Template,rag.model_install_complete_title,Model Installation Complete,모델 설치 완료
Template,rag.model_installed,Installed,설치됨
Template,rag.model_label,Model:,모델:
Template,rag.model_not_found,Embedding model not found locally.,임베딩 모델이 로컬에 없습니다.
Template,rag.model_not_installed,Not installed,미설치
Template,rag.model_ready_title,Model Ready,모델 준비 완료
Template,rag.model_status_label,Model Status:,모델 상태:
Template,rag.no_chunks_found,No chunks found for:,청크를 찾을 수 없습니다:
Template,rag.no_collections,No collections found.,컬렉션을 찾을 수 없습니다.
Template,rag.no_files_in_collection,No files indexed in collection:,컬렉션에 인덱싱된 파일이 없습니다:
Template,rag.no_results,No results found.,결과를 찾을 수 없습니다.
Template,rag.openai_key_hint,Set OPENAI_API_KEY environment variable to use OpenAI embeddings.,OpenAI 임베딩을 사용하려면 OPENAI_API_KEY 환경 변수를 설정하세요.
Template,rag.openai_key_missing,OpenAI API key not configured.,OpenAI API 키가 설정되지 않았습니다.
Template,rag.openai_no_download,OpenAI embeddings don't require local model downloads.,OpenAI 임베딩은 로컬 모델 다운로드가 필요 없습니다.
Template,rag.opt_cache_dir,Directory to cache the model (default: system HuggingFace cache),모델 캐시 디렉터리 (기본값: 시스템 HuggingFace 캐시)
Template,rag.opt_collection,Collection name,컬렉션 이름
Template,rag.opt_collection_search,Collection to search,검색할 컬렉션
Template,rag.opt_content,Show full content of results,결과의 전체 내용 표시
Template,rag.opt_extensions,"Comma-separated file extensions (e.g., .py,.md)","쉼표로 구분된 파일 확장자 (예: .py,.md)"
Template,rag.opt_force,Skip confirmation prompt,확인 프롬프트 건너뛰기
Template,rag.opt_model,Model name to download (default: from settings),다운로드할 모델 이름 (기본값: 설정에서 지정)
Template,rag.opt_show_ids,Show chunk IDs in output,출력에 청크 ID 표시
Template,rag.opt_top_k,Number of results,결과 수
Template,rag.path_not_found,Path not found: {path},경로를 찾을 수 없습니다: {path}
Template,rag.persist_dir_label,Persist Directory:,저장 디렉터리:
Template,rag.removed_chunks,Removed {count} chunks for:,{count}개 청크 삭제 완료:
Template,rag.run_install_model,run: rag install-model,실행: rag install-model
Template,rag.score_label,Score:,점수:
Template,rag.search_hint,Tip: Make sure the collection exists and contains documents.,팁: 컬렉션이 존재하고 문서가 포함되어 있는지 확인하세요.
Template,rag.searching_label,Searching:,검색:
Template,rag.status_title,RAG Service Status,RAG 서비스 상태
Template,rag.system_hf_cache,system HuggingFace cache,시스템 HuggingFace 캐시
Template,rag.throughput_label,Throughput:,처리량:
Template,rag.total_label,Total:,합계:
Template,shared.cancelled,Cancelled.,취소되었습니다.
Template,shared.error,Error:,오류:
Template,shared.no,No,아니오
Template,shared.none,none,없음
Template,shared.show_help_exit,Show this message and exit.,도움말을 표시하고 종료합니다.
Template,shared.unknown,Unknown,알 수 없음
Template,shared.yes,Yes,예
Template,slash.available_collections,Available: {list},사용 가능: {list}
Template,slash.clear_desc,Clear the screen,화면 지우기
Template,slash.collection_not_found,Collection '{name}' not found.,'{name}' 컬렉션을 찾을 수 없습니다.
Template,slash.commands_panel,Commands,명령어
Template,slash.current_panel,Current,현재
Template,slash.enable_rag_first,Enable RAG first with /rag <collection>,먼저 /rag <컬렉션>으로 RAG를 활성화하세요
Template,slash.exit_desc,Exit the chat session,채팅 세션 종료
Template,slash.help_desc,Show available commands,사용 가능한 명령어 표시
Template,slash.index_documents_hint,Index documents: {app} rag index <path>,문서 인덱싱: {app} rag index <경로>
Template,slash.model_desc,Switch AI model (auto-detects provider),AI 모델 전환 (제공자 자동 감지)
Template,slash.new_conversation,Started new conversation,새 대화를 시작했습니다
Template,slash.new_desc,Start a new conversation,새 대화 시작
Template,slash.no_collections,No collections exist. Index documents first.,컬렉션이 없습니다. 먼저 문서를 인덱싱하세요.
Template,slash.no_collections_indexed,No collections indexed yet,아직 인덱싱된 컬렉션이 없습니다
Template,slash.rag_desc,Manage RAG mode,RAG 모드 관리
Template,slash.rag_disabled,RAG disabled,RAG 비활성화됨
Template,slash.rag_enabled,RAG enabled with collection: {name},RAG 활성화됨 — 컬렉션: {name}
Template,slash.rag_panel,RAG,RAG
Template,slash.rag_use_hint,Use /rag off or /rag <collection>,/rag off 또는 /rag <컬렉션>을 사용하세요
Template,slash.sources_desc,Toggle source references in output,출처 참조 표시 전환
Template,slash.sources_disabled,Source references disabled,출처 참조 비활성화됨
Template,slash.sources_enabled,Source references enabled,출처 참조 활성화됨
Template,slash.sources_require_rag,Sources require RAG to be enabled.,출처 표시를 사용하려면 RAG가 활성화되어야 합니다.
Template,slash.sources_status,Source references {status},출처 참조 {status}
Template,slash.sources_usage,Usage: /sources [enable|disable],사용법: /sources [enable|disable]
